camada,basename,titulo,tipo,pasta,prioridade,profundidade,fontes_previstas,links_candidatos,status,caminho_origem,tamanho_bytes,sha256,grupo_duplicata,observacoes
fonte_recebida,090626 às 16h30 - Reunião de organização da SudoExpo.md,090626 às 16h30 - Reunião de organização da SudoExpo,md,Notas,media,fonte_bruta,Notas/090626 às 16h30 - Reunião de organização da SudoExpo.md,,inspecionado,Notas/090626 às 16h30 - Reunião de organização da SudoExpo.md,91661,efb2b9cd6ab1886e12bdb258a10c1725521ed5e32fc7f664eaa025f321640167,,preservado no ZIP original; não importado em massa
fonte_recebida,100226 - Gustavo Lacerda visita IF Goiano.md,100226 - Gustavo Lacerda visita IF Goiano,md,Notas,media,fonte_bruta,Notas/100226 - Gustavo Lacerda visita IF Goiano.md,,inspecionado,Notas/100226 - Gustavo Lacerda visita IF Goiano.md,4253,5635bd301ae75fd04d9a6498bd8ee79ad8555b2a23626f3675cf924512a2fe90,,preservado no ZIP original; não importado em massa
fonte_recebida,110326 - Insight completo sobre como estou usando meu tempo.md,110326 - Insight completo sobre como estou usando meu tempo,md,Notas,media,fonte_bruta,Notas/110326 - Insight completo sobre como estou usando meu tempo.md,,inspecionado,Notas/110326 - Insight completo sobre como estou usando meu tempo.md,4987,b66714995cc65b8a30a8997a765dfcdd82e635fda8fbd72f0398753f08d5d1c6,,preservado no ZIP original; não importado em massa
fonte_recebida,110326 - diagnóstico da atual gestão do tempo.md,110326 - diagnóstico da atual gestão do tempo,md,Notas,media,fonte_bruta,Notas/110326 - diagnóstico da atual gestão do tempo.md,,inspecionado,Notas/110326 - diagnóstico da atual gestão do tempo.md,544,6e71398552576592f42c564c6365076ac6c26275351189cecad06a1c585f67c3,,preservado no ZIP original; não importado em massa
fonte_recebida,12 possíveis indicações para o Núcleo de Esporte e Cultura.md,12 possíveis indicações para o Núcleo de Esporte e Cultura,md,Notas,media,fonte_bruta,Notas/12 possíveis indicações para o Núcleo de Esporte e Cultura.md,,inspecionado,Notas/12 possíveis indicações para o Núcleo de Esporte e Cultura.md,3237,8f42e1c4bc3a192be3f2918dbc53c09a7f7933eba9c565f89a1b6fe47edfdd51,,preservado no ZIP original; não importado em massa
fonte_recebida,150526 Dossiê — Visita do Deputado Federal Daniel Agrobom à ACIRV.md,150526 Dossiê — Visita do Deputado Federal Daniel Agrobom à ACIRV,md,Notas,media,fonte_bruta,Notas/150526 Dossiê — Visita do Deputado Federal Daniel Agrobom à ACIRV.md,,inspecionado,Notas/150526 Dossiê — Visita do Deputado Federal Daniel Agrobom à ACIRV.md,15084,1418972e3558a69e840b0492a5d66612bf820b66acf076202613c31038b05499,,preservado no ZIP original; não importado em massa
fonte_recebida,150526 Transcrição da Live da visita do senador Daniel Agrobom.md,150526 Transcrição da Live da visita do senador Daniel Agrobom,md,Notas,media,fonte_bruta,Notas/150526 Transcrição da Live da visita do senador Daniel Agrobom.md,,inspecionado,Notas/150526 Transcrição da Live da visita do senador Daniel Agrobom.md,56954,1beeea177697491408d8afeebab6406f9defa8998ee892f217de973645796e35,,preservado no ZIP original; não importado em massa
fonte_recebida,150626 8h30 as 10h - Reunião SCRUM.md,150626 8h30 as 10h - Reunião SCRUM,md,Notas,media,fonte_bruta,Notas/150626 8h30 as 10h - Reunião SCRUM.md,,inspecionado,Notas/150626 8h30 as 10h - Reunião SCRUM.md,22319,e6a3f318280b07c5b6ff394c595b7e8e05eb00be0e99c84f7543c61ff0f11f4f,,preservado no ZIP original; não importado em massa
fonte_recebida,180526 - Convite para a ACIRV.md,180526 - Convite para a ACIRV,md,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal,media,fonte_bruta,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Convite para a ACIRV.md,,inspecionado,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Convite para a ACIRV.md,1754,bfde68550e08e551f204de6443fcd4b46905999a90d6b6fa0339d562aa704788,,preservado no ZIP original; não importado em massa
fonte_recebida,180526 - Entrevista José Carlos.md,180526 - Entrevista José Carlos,md,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal,media,fonte_bruta,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Entrevista José Carlos.md,,inspecionado,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Entrevista José Carlos.md,932,a0c69709ddc58182781ab0f2e4189f81bbf57d2a46254b295060369252de7f3f,,preservado no ZIP original; não importado em massa
fonte_recebida,180526 - Feedback Final.md,180526 - Feedback Final,md,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal,media,fonte_bruta,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Feedback Final.md,,inspecionado,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Feedback Final.md,2840,f57c65ef0050a2e5ff4b3304c1b0379eb1740282936b7a2f1a899b2498c40415,,preservado no ZIP original; não importado em massa
fonte_recebida,180526 - Feedback Frank do Observatório.md,180526 - Feedback Frank do Observatório,md,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal,media,fonte_bruta,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Feedback Frank do Observatório.md,,inspecionado,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Feedback Frank do Observatório.md,5590,8b1af66af5792e2c5005a141583d621206f497a8ecf2d3b873ed634dd39cc7cf,,preservado no ZIP original; não importado em massa
fonte_recebida,180526 - Feedback do Gustavo.md,180526 - Feedback do Gustavo,md,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal,media,fonte_bruta,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Feedback do Gustavo.md,,inspecionado,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Feedback do Gustavo.md,2904,01c5a281efa5417970bc2136ca94e8285c3479dfee0ad14402a3c31cc72ad1fc,,preservado no ZIP original; não importado em massa
fonte_recebida,180526 - Feedback do José Carlos para a Câmara.md,180526 - Feedback do José Carlos para a Câmara,md,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal,media,fonte_bruta,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Feedback do José Carlos para a Câmara.md,,inspecionado,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 - Feedback do José Carlos para a Câmara.md,4085,e10ba99335b8434ada8fbc128c297d1cdda4120c7c25366a5c8e46f51f556380,,preservado no ZIP original; não importado em massa
fonte_recebida,180526 — Dossiê 1ª Audiência Pública de Prestação de Contas da Câmara Municipal de Rio Verde.md,180526 — Dossiê 1ª Audiência Pública de Prestação de Contas da Câmara Municipal de Rio Verde,md,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal,media,fonte_bruta,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 — Dossiê 1ª Audiência Pública de Prestação de Contas da Câmara Municipal de Rio Verde.md,,inspecionado,Notas/180526 - Material dossiê Primeira prestação de contas da Câmara Municipal/180526 — Dossiê 1ª Audiência Pública de Prestação de Contas da Câmara Municipal de Rio Verde.md,14638,3c01247c0ba7453c32473d4334e5229bbc7a373f9a7328daa9bd5a3ad42e11ab,,preservado no ZIP original; não importado em massa
fonte_recebida,181125 - Roteiro Minuto ACIRV.md,181125 - Roteiro Minuto ACIRV,md,Notas,media,fonte_bruta,Notas/181125 - Roteiro Minuto ACIRV.md,,inspecionado,Notas/181125 - Roteiro Minuto ACIRV.md,1527,5a7be560bcae4eed4fbb88e96edcf9788fedac2aba3584fc482586b4f2f9530f,,preservado no ZIP original; não importado em massa
fonte_recebida,190526 Dossiê Diálogo entre ACIRV Mulher e instituições.md,190526 Dossiê Diálogo entre ACIRV Mulher e instituições,md,Notas,media,fonte_bruta,Notas/190526 Dossiê Diálogo entre ACIRV Mulher e instituições.md,,inspecionado,Notas/190526 Dossiê Diálogo entre ACIRV Mulher e instituições.md,10598,0402d8af5cef46ed71f406f3fc22f5408ba0d18bcf12c2b9a87f7f0e875d0a50,,preservado no ZIP original; não importado em massa
fonte_recebida,190526 Transcrições do diálogo entre ACIRV Mulher e instituições.md,190526 Transcrições do diálogo entre ACIRV Mulher e instituições,md,Notas,media,fonte_bruta,Notas/190526 Transcrições do diálogo entre ACIRV Mulher e instituições.md,,inspecionado,Notas/190526 Transcrições do diálogo entre ACIRV Mulher e instituições.md,21686,8768264f45d749a1c1b4d32e44f7e4149154a56b48ac25c67f9e7fa70f99bb29,,preservado no ZIP original; não importado em massa
fonte_recebida,1º Fórum de IA da ACIRV - Planejamento Social Media.md,1º Fórum de IA da ACIRV - Planejamento Social Media,md,Notas,media,fonte_bruta,Notas/1º Fórum de IA da ACIRV - Planejamento Social Media.md,,inspecionado,Notas/1º Fórum de IA da ACIRV - Planejamento Social Media.md,8486,153db6708afe1941b8d705446ebe96e13ee3d4d47b515cabda49918c33abcd13,,preservado no ZIP original; não importado em massa
fonte_recebida,220526 - Reunião.md,220526 - Reunião,md,Notas,media,fonte_bruta,Notas/220526 - Reunião.md,,inspecionado,Notas/220526 - Reunião.md,561,58829f07abb3302ee730ba06f5d929bcf4833e62cf6efdadf092ee07c7f020d5,,preservado no ZIP original; não importado em massa
fonte_recebida,250226 - ROTEIRO DE CERIMONIAL CAFÉ ENTRE AMIGOS - Reforma tributária.md,250226 - ROTEIRO DE CERIMONIAL CAFÉ ENTRE AMIGOS - Reforma tributária,md,Notas,media,fonte_bruta,Notas/250226 - ROTEIRO DE CERIMONIAL CAFÉ ENTRE AMIGOS - Reforma tributária.md,,inspecionado,Notas/250226 - ROTEIRO DE CERIMONIAL CAFÉ ENTRE AMIGOS - Reforma tributária.md,7741,f5395b68ccb9cdd75c24eb2970828576835f448261c4c269c9ce9d4433301bfe,,preservado no ZIP original; não importado em massa
fonte_recebida,250526 Dossiê Visita de Márcio Luís da FACIEG à ACIRV.md,250526 Dossiê Visita de Márcio Luís da FACIEG à ACIRV,md,Notas,media,fonte_bruta,Notas/250526 Dossiê Visita de Márcio Luís da FACIEG à ACIRV.md,,inspecionado,Notas/250526 Dossiê Visita de Márcio Luís da FACIEG à ACIRV.md,18307,e61e861773241ede53a6549d790e5854bc1d1b9cbe86493d6e41c851e40598f3,,preservado no ZIP original; não importado em massa
fonte_recebida,251125 - Minuto ACIRV sobre o Conecta Saúde.md,251125 - Minuto ACIRV sobre o Conecta Saúde,md,Notas,media,fonte_bruta,Notas/251125 - Minuto ACIRV sobre o Conecta Saúde.md,,inspecionado,Notas/251125 - Minuto ACIRV sobre o Conecta Saúde.md,1398,2eb0f7dbfbbee44e2a8e678fedf38826e501f1d553caa323cf5a90a61be281c3,,preservado no ZIP original; não importado em massa
fonte_recebida,"280526 Dossiê Reunião e Treinamento sobre PAM, gestão de incidentes e resposta a emergências.md","280526 Dossiê Reunião e Treinamento sobre PAM, gestão de incidentes e resposta a emergências",md,Notas,media,fonte_bruta,"Notas/280526 Dossiê Reunião e Treinamento sobre PAM, gestão de incidentes e resposta a emergências.md",,inspecionado,"Notas/280526 Dossiê Reunião e Treinamento sobre PAM, gestão de incidentes e resposta a emergências.md",12900,5084fc229ab9a0caa1b3fea30b902e8694c3ae85bc235912954f420352efd806,,preservado no ZIP original; não importado em massa
fonte_recebida,290526 Roteiro de referência.md,290526 Roteiro de referência,md,Notas,media,fonte_bruta,Notas/290526 Roteiro de referência.md,,inspecionado,Notas/290526 Roteiro de referência.md,9963,82caf406d19e28271287d32836e8a8abdad8eaf1818c5d6c6b95a910fa289e06,,preservado no ZIP original; não importado em massa
fonte_recebida,290526 Transcrição Minuto ACIRV Raphael Valongo sobre Certificado Digital.md,290526 Transcrição Minuto ACIRV Raphael Valongo sobre Certificado Digital,md,Notas,media,fonte_bruta,Notas/290526 Transcrição Minuto ACIRV Raphael Valongo sobre Certificado Digital.md,,inspecionado,Notas/290526 Transcrição Minuto ACIRV Raphael Valongo sobre Certificado Digital.md,999,6373c2a3b0a6c91e6cf1fa05e7de51d8b6b4cc01b8cd0e59371b25d85b97ae4c,,preservado no ZIP original; não importado em massa
fonte_recebida,300126 - Pedido do Raphael.md,300126 - Pedido do Raphael,md,Notas,media,fonte_bruta,Notas/300126 - Pedido do Raphael.md,,inspecionado,Notas/300126 - Pedido do Raphael.md,528,580c4d935dd98671e0bfa17a9446b020e136484847729cd13578a441e813b0db,,preservado no ZIP original; não importado em massa
fonte_recebida,300326 - Notas reunião com VCOM.md,300326 - Notas reunião com VCOM,md,Notas,media,fonte_bruta,Notas/300326 - Notas reunião com VCOM.md,,inspecionado,Notas/300326 - Notas reunião com VCOM.md,1058,aa1ed81e52bbaec631536d4d89680020bbc5567b0d2d580a46905b095a7ce687,,preservado no ZIP original; não importado em massa
fonte_recebida,A fazer.md,A fazer,md,Notas,media,fonte_bruta,Notas/A fazer.md,,inspecionado,Notas/A fazer.md,5161,f17a135307ab47b2aaa19f177d382e886ff9b855d231a2c39361deda70082573,,preservado no ZIP original; não importado em massa
fonte_recebida,A Única Coisa que você tem que fazer agora é.md,A Única Coisa que você tem que fazer agora é,md,Notas,media,fonte_bruta,Notas/A Única Coisa que você tem que fazer agora é.md,,inspecionado,Notas/A Única Coisa que você tem que fazer agora é.md,185,4dd555be4ba57881b5290faf8ffcdb95c37b54736ae79ba483532b580e27a702,,preservado no ZIP original; não importado em massa
fonte_recebida,ACIRV Meet.zip,ACIRV Meet,zip,Notas/ACIRV Meet/Intensivo 0404260354,media,fonte_bruta,Notas/ACIRV Meet/Intensivo 0404260354/ACIRV Meet.zip,,inspecionado,Notas/ACIRV Meet/Intensivo 0404260354/ACIRV Meet.zip,321321,58a8867cdea35ff2ce6c32259c65e33f8d0de39922c2a86e87d3041e1fa2f136,,preservado no ZIP original; não importado em massa
fonte_recebida,ACIRV_MEET_Changelog_Consolidado.pdf,ACIRV_MEET_Changelog_Consolidado,pdf,Notas/ACIRV Meet/Intensivo 0404260354,alta,fonte_bruta,Notas/ACIRV Meet/Intensivo 0404260354/ACIRV_MEET_Changelog_Consolidado.pdf,,inspecionado,Notas/ACIRV Meet/Intensivo 0404260354/ACIRV_MEET_Changelog_Consolidado.pdf,286366,1bd87b3012a6b8bb9da1c9bca8d7f3016778749accedcda1a27ff7e18279cf5f,,preservado no ZIP original; não importado em massa
fonte_recebida,ACIRV_MEET_Changelog_Package.zip,ACIRV_MEET_Changelog_Package,zip,Notas/ACIRV Meet/Intensivo 0404260354,media,fonte_bruta,Notas/ACIRV Meet/Intensivo 0404260354/ACIRV_MEET_Changelog_Package.zip,,inspecionado,Notas/ACIRV Meet/Intensivo 0404260354/ACIRV_MEET_Changelog_Package.zip,461872,1ebfc3004de8b5f24f9bb516cc75a8b688ac373d8ff1fb7a1606eb94067bc5cb,,preservado no ZIP original; não importado em massa
fonte_recebida,Histórico do Chat Lovable - ACIRV Meet - 0404260330.md,Histórico do Chat Lovable - ACIRV Meet - 0404260330,md,Notas/ACIRV Meet/Intensivo 0404260354,media,fonte_bruta,Notas/ACIRV Meet/Intensivo 0404260354/Histórico do Chat Lovable - ACIRV Meet - 0404260330.md,,inspecionado,Notas/ACIRV Meet/Intensivo 0404260354/Histórico do Chat Lovable - ACIRV Meet - 0404260330.md,17403,16ec22bd801629d632c3d701dc7573601158889a63e5bc82f492d9abe736520b,,preservado no ZIP original; não importado em massa
fonte_recebida,Histórico do ChatGPT - ACIRV Meet - 0404260330.md,Histórico do ChatGPT - ACIRV Meet - 0404260330,md,Notas/ACIRV Meet/Intensivo 0404260354,media,fonte_bruta,Notas/ACIRV Meet/Intensivo 0404260354/Histórico do ChatGPT - ACIRV Meet - 0404260330.md,,inspecionado,Notas/ACIRV Meet/Intensivo 0404260354/Histórico do ChatGPT - ACIRV Meet - 0404260330.md,399959,339e7f0c701d267fb3a1e23c4ff67314caf76357882adcfd65289ddc4c35e516,,preservado no ZIP original; não importado em massa
fonte_recebida,Prompt ponta-pé.md,Prompt ponta-pé,md,Notas/ACIRV Meet,media,fonte_bruta,Notas/ACIRV Meet/Prompt ponta-pé.md,,inspecionado,Notas/ACIRV Meet/Prompt ponta-pé.md,24341,45827124b43fe7a432e461526adc67c352b3f97b1498fbf837ea2cfe60492c4b,,preservado no ZIP original; não importado em massa
fonte_recebida,ACIRV_stakeholders_apresentacao_copiavel.md,ACIRV_stakeholders_apresentacao_copiavel,md,Notas,media,fonte_bruta,Notas/ACIRV_stakeholders_apresentacao_copiavel.md,,inspecionado,Notas/ACIRV_stakeholders_apresentacao_copiavel.md,13662,3f78a673032671dc0a51c6f958ecdf017cca6d3612e9b35492e1db903e982eef,DUP-01,preservado no ZIP original; não importado em massa
fonte_recebida,Acessos site.md,Acessos site,md,Notas,media,fonte_bruta,Notas/Acessos site.md,,inspecionado,Notas/Acessos site.md,206,c55c05476eace2dd9aa40cb1f8b3d1d2929ae7613a4cebb5a1557cabb92989bb,,preservado no ZIP original; não importado em massa
fonte_recebida,Agent UX UI.md,Agent UX UI,md,Notas,media,fonte_bruta,Notas/Agent UX UI.md,,inspecionado,Notas/Agent UX UI.md,9320,c3e6621605b4028251d679a8ecb5b4593a8c0380f1f742b75aba34d0243c2dd3,,preservado no ZIP original; não importado em massa
fonte_recebida,Ajustes site.md,Ajustes site,md,Notas,media,fonte_bruta,Notas/Ajustes site.md,,inspecionado,Notas/Ajustes site.md,530,5b297a32409328a4dc5725e31978cc8eb064a74a87ccdb7446137d61e8162112,,preservado no ZIP original; não importado em massa
fonte_recebida,Analise da Advertencia Profissional - Kevyn e Viviane.md,Analise da Advertencia Profissional - Kevyn e Viviane,md,Notas,media,fonte_bruta,Notas/Analise da Advertencia Profissional - Kevyn e Viviane.md,,inspecionado,Notas/Analise da Advertencia Profissional - Kevyn e Viviane.md,414459,77e18a6c3bd038451fc88bfe311008e17417613fdcc901f74ea716d478866467,,preservado no ZIP original; não importado em massa
fonte_recebida,Análise sobre o uso do meu tempo no período de 090326 até 180326.md,Análise sobre o uso do meu tempo no período de 090326 até 180326,md,Notas,media,fonte_bruta,Notas/Análise sobre o uso do meu tempo no período de 090326 até 180326.md,,inspecionado,Notas/Análise sobre o uso do meu tempo no período de 090326 até 180326.md,4658,95776e86ba0a7a01e9a121a41914da537a558ae8263a99506361f6952f96537d,,preservado no ZIP original; não importado em massa
fonte_recebida,BRIEFING COMPLETO – PASTA ENVELOPE INSTITUCIONAL ACIRV.md,BRIEFING COMPLETO – PASTA ENVELOPE INSTITUCIONAL ACIRV,md,Notas,media,fonte_bruta,Notas/BRIEFING COMPLETO – PASTA ENVELOPE INSTITUCIONAL ACIRV.md,,inspecionado,Notas/BRIEFING COMPLETO – PASTA ENVELOPE INSTITUCIONAL ACIRV.md,9036,199e335332f94bbef8cf806be858975cc1e10b391149a2385a38f4fbb6a076f7,,preservado no ZIP original; não importado em massa
fonte_recebida,170326 - Bloco de foco tipo operacional.md,170326 - Bloco de foco tipo operacional,md,Notas/Blocos de foco,media,fonte_bruta,Notas/Blocos de foco/170326 - Bloco de foco tipo operacional.md,,inspecionado,Notas/Blocos de foco/170326 - Bloco de foco tipo operacional.md,1945,67b0fff6f57d4c6327957ac12c3042a8bc6823a51f149abf3308f37b13e93eff,,preservado no ZIP original; não importado em massa
fonte_recebida,180326 - Bloco de foco tipo operacional.md,180326 - Bloco de foco tipo operacional,md,Notas/Blocos de foco,media,fonte_bruta,Notas/Blocos de foco/180326 - Bloco de foco tipo operacional.md,,inspecionado,Notas/Blocos de foco/180326 - Bloco de foco tipo operacional.md,1280,efb232747cc21a85ffa37c2b64b388ebf11f927e7083f5d75482fe3bfae1ae65,,preservado no ZIP original; não importado em massa
fonte_recebida,CERIMONIAL - Café entre amigos 27.11.md,CERIMONIAL - Café entre amigos 27.11,md,Notas,media,fonte_bruta,Notas/CERIMONIAL - Café entre amigos 27.11.md,,inspecionado,Notas/CERIMONIAL - Café entre amigos 27.11.md,7647,ed4551529df4461add1d3a351d5000213a71bc5de256e765c46ddda27b453be0,,preservado no ZIP original; não importado em massa
fonte_recebida,CONECTA SAÚDE - Campanha de Guerra.md,CONECTA SAÚDE - Campanha de Guerra,md,Notas,media,fonte_bruta,Notas/CONECTA SAÚDE - Campanha de Guerra.md,,inspecionado,Notas/CONECTA SAÚDE - Campanha de Guerra.md,8571,eefddaa321bd15b4ac5825cf41b316048eb3deb2488ccb59a63836f89e303139,,preservado no ZIP original; não importado em massa
fonte_recebida,Café da Manhã Da Indústria.md,Café da Manhã Da Indústria,md,Notas,media,fonte_bruta,Notas/Café da Manhã Da Indústria.md,,inspecionado,Notas/Café da Manhã Da Indústria.md,902,1a1963d91815b1f737e8b9a7f0a7547a07080efd3038f97e8413e45f4a019cf5,,preservado no ZIP original; não importado em massa
fonte_recebida,Café entre amigos do dia 210526.md,Café entre amigos do dia 210526,md,Notas,media,fonte_bruta,Notas/Café entre amigos do dia 210526.md,,inspecionado,Notas/Café entre amigos do dia 210526.md,1318,287dce3bd341bedacd83fe9e4cf802582d41b8d54ee8534285062d5fd652dc5a,,preservado no ZIP original; não importado em massa
fonte_recebida,Card Dia das Mães da ACIRV - 2026.md,Card Dia das Mães da ACIRV - 2026,md,Notas,media,fonte_bruta,Notas/Card Dia das Mães da ACIRV - 2026.md,,inspecionado,Notas/Card Dia das Mães da ACIRV - 2026.md,348,8d5998bd4b6f2784ab9f74b9b1d580f858d5bbd7a0b3887143d8d127e609c0d3,,preservado no ZIP original; não importado em massa
fonte_recebida,Cerimonial Café entre amigos do dia 230426.md,Cerimonial Café entre amigos do dia 230426,md,Notas,media,fonte_bruta,Notas/Cerimonial Café entre amigos do dia 230426.md,,inspecionado,Notas/Cerimonial Café entre amigos do dia 230426.md,6688,5e0cb92e5654b583ec7291542f13136797dc7418eff108d8ce844dd7c9689bac,,preservado no ZIP original; não importado em massa
fonte_recebida,Cerimonial Curso para Expositor SudoExpo 2026.md,Cerimonial Curso para Expositor SudoExpo 2026,md,Notas,media,fonte_bruta,Notas/Cerimonial Curso para Expositor SudoExpo 2026.md,,inspecionado,Notas/Cerimonial Curso para Expositor SudoExpo 2026.md,9754,150eb04d9c8ccf744c858eeab0774de437ec162f43059486a09643d1830f51f9,,preservado no ZIP original; não importado em massa
fonte_recebida,ChatGPT-Rastreando Crescimento de Seguidores.md,ChatGPT-Rastreando Crescimento de Seguidores,md,Notas,media,fonte_bruta,Notas/ChatGPT-Rastreando Crescimento de Seguidores.md,,inspecionado,Notas/ChatGPT-Rastreando Crescimento de Seguidores.md,97715,2c642b3cb62750c74763d83c41411730e9de63f5bd38a14ad42ca27c4661ada4,,preservado no ZIP original; não importado em massa
fonte_recebida,ChatGPT-Validação de estimativa de tempo.md,ChatGPT-Validação de estimativa de tempo,md,Notas,media,fonte_bruta,Notas/ChatGPT-Validação de estimativa de tempo.md,,inspecionado,Notas/ChatGPT-Validação de estimativa de tempo.md,57928,7798e8122bdc6fa290023fec996c3ad7df8f731080af96dbaa21ea52346e50cf,,preservado no ZIP original; não importado em massa
fonte_recebida,Coisa que comprei que preciso usar.md,Coisa que comprei que preciso usar,md,Notas,media,fonte_bruta,Notas/Coisa que comprei que preciso usar.md,,inspecionado,Notas/Coisa que comprei que preciso usar.md,267,fafd91de6be9e1fcf6e4ee81073b987680eca21e526738ff5a3301b4e0de75f3,,preservado no ZIP original; não importado em massa
fonte_recebida,Como apresentar a evolução do manual de tom de voz - V1 até o V4.md,Como apresentar a evolução do manual de tom de voz - V1 até o V4,md,Notas,media,fonte_bruta,Notas/Como apresentar a evolução do manual de tom de voz - V1 até o V4.md,,inspecionado,Notas/Como apresentar a evolução do manual de tom de voz - V1 até o V4.md,5476,b012d646b2291c478c69a9b3fc1881bed94ce32ac4585102ca42eeee67b2650a,,preservado no ZIP original; não importado em massa
fonte_recebida,Como criar o novo backdrop.md,Como criar o novo backdrop,md,Notas,media,fonte_bruta,Notas/Como criar o novo backdrop.md,,inspecionado,Notas/Como criar o novo backdrop.md,432,c46e45ea7050128d8cf62eb4a8275bfe28e7cb2d7b4246082a15ab75765f4d81,,preservado no ZIP original; não importado em massa
fonte_recebida,Como fazer o relatório de março ser de alto nível.md,Como fazer o relatório de março ser de alto nível,md,Notas,media,fonte_bruta,Notas/Como fazer o relatório de março ser de alto nível.md,,inspecionado,Notas/Como fazer o relatório de março ser de alto nível.md,8636,8d437bdf67598d98d28b0eb4ed1705268932adb78c5e874db9497119c414c836,,preservado no ZIP original; não importado em massa
fonte_recebida,Como melhorar o manual de cerimonial.md,Como melhorar o manual de cerimonial,md,Notas,media,fonte_bruta,Notas/Como melhorar o manual de cerimonial.md,,inspecionado,Notas/Como melhorar o manual de cerimonial.md,986,30120dab119899bf35181b2cf5d058414d63f73d4b14b934889ab5c153bfe5bf,,preservado no ZIP original; não importado em massa
fonte_recebida,Como melhorar o novo tom de voz da ACIRV.md,Como melhorar o novo tom de voz da ACIRV,md,Notas,media,fonte_bruta,Notas/Como melhorar o novo tom de voz da ACIRV.md,,inspecionado,Notas/Como melhorar o novo tom de voz da ACIRV.md,2665,87e72daea3c64dd90beb835c3b2208ccd39d0aa1864f05ad97c249dff2e6af4e,,preservado no ZIP original; não importado em massa
fonte_recebida,Como melhorar o relatório mensal.md,Como melhorar o relatório mensal,md,Notas,media,fonte_bruta,Notas/Como melhorar o relatório mensal.md,,inspecionado,Notas/Como melhorar o relatório mensal.md,4417,827c707f540cc0fa9d0a599ecb718ec3661a49a1d61d9effc7df5f0f2b06f76e,,preservado no ZIP original; não importado em massa
fonte_recebida,Como é realizado a reunião de apresentação de Métricas de todo dia 30 - Modelo da Vivi.md,Como é realizado a reunião de apresentação de Métricas de todo dia 30 - Modelo da Vivi,md,Notas,media,fonte_bruta,Notas/Como é realizado a reunião de apresentação de Métricas de todo dia 30 - Modelo da Vivi.md,,inspecionado,Notas/Como é realizado a reunião de apresentação de Métricas de todo dia 30 - Modelo da Vivi.md,1273,334c1f87bc54188433b159ace7ab9cfc43e19b587bc9551af46d58e04e2b73c5,,preservado no ZIP original; não importado em massa
fonte_recebida,Conecta Saúde 2º Ed.md,Conecta Saúde 2º Ed,md,Notas,media,fonte_bruta,Notas/Conecta Saúde 2º Ed.md,,inspecionado,Notas/Conecta Saúde 2º Ed.md,143,e5b2f877006f5a98c0edabdba9b61e47193007dc72fbbd9afbee7b9fa322b8fa,,preservado no ZIP original; não importado em massa
fonte_recebida,Contas e Senhas.md,Contas e Senhas,md,Notas,media,fonte_bruta,Notas/Contas e Senhas.md,,inspecionado,Notas/Contas e Senhas.md,2040,0502118a257aac4b083957676bf8d6f55c810fb8b97e07b7e4e7c9217ee3d165,,preservado no ZIP original; não importado em massa
fonte_recebida,Conteúdos que precisam se repetir em 2026.md,Conteúdos que precisam se repetir em 2026,md,Notas,media,fonte_bruta,Notas/Conteúdos que precisam se repetir em 2026.md,,inspecionado,Notas/Conteúdos que precisam se repetir em 2026.md,4761,db400dbe9470e121ba3e18dd6391c82aead2b0010c5917272bcd3e44d57ce293,,preservado no ZIP original; não importado em massa
fonte_recebida,Contraproposta para o relatório de abril.md,Contraproposta para o relatório de abril,md,Notas,media,fonte_bruta,Notas/Contraproposta para o relatório de abril.md,,inspecionado,Notas/Contraproposta para o relatório de abril.md,3440,2bb72188951cbb1da8a32b65aba309cdef59d10c1775ab5d1c7de3fb4d639225,,preservado no ZIP original; não importado em massa
